application_id,student_id,job_id,application_date,is_good_match,recruiter_notes_post_decision
a0442,s0043,j034,2026-02-14,1,"Strong fit, proceeding to interview"
a0443,s0131,j016,2026-02-19,0,"Borderline, escalated for review"
a0444,s0053,j027,2026-04-14,0,Did not meet bar
a0445,s0148,j016,2026-01-24,0,Did not meet bar
a0446,s0012,j039,2026-04-20,1,"Strong fit, proceeding to interview"
a0447,s0044,j001,2026-05-18,0,"Borderline, escalated for review"
a0448,s0068,j011,2026-05-07,0,Did not meet bar
a0449,s0068,j032,2026-01-15,1,"Strong fit, proceeding to interview"
a0450,s0017,j027,2026-01-01,1,"Strong fit, proceeding to interview"
a0451,s0146,j039,2026-02-21,1,"Borderline, escalated for review"
a0452,s0083,j031,2026-05-26,1,"Strong fit, proceeding to interview"
a0453,s0000,j001,2026-04-15,0,Did not meet bar
a0454,s0071,j017,2026-02-03,0,Did not meet bar
a0455,s0149,j033,2026-04-17,1,"Strong fit, proceeding to interview"
a0456,s0047,j038,2026-02-28,1,"Strong fit, proceeding to interview"
a0457,s0119,j006,2026-04-10,0,Did not meet bar
a0458,s0131,j010,2026-04-28,1,"Strong fit, proceeding to interview"
a0459,s0014,j034,2026-05-06,1,"Strong fit, proceeding to interview"
a0460,s0087,j028,2026-03-12,0,Did not meet bar
a0461,s0105,j028,2026-01-23,1,"Borderline, escalated for review"
a0462,s0147,j018,2026-05-07,0,Did not meet bar
a0463,s0093,j012,2026-03-01,0,Did not meet bar
a0464,s0104,j011,2026-02-21,0,Did not meet bar
a0465,s0044,j009,2026-03-31,1,"Strong fit, proceeding to interview"
a0466,s0129,j003,2026-03-22,0,Did not meet bar
a0467,s0071,j028,2026-03-08,0,Did not meet bar
a0468,s0056,j001,2026-05-09,1,"Strong fit, proceeding to interview"
a0469,s0043,j024,2026-02-16,1,"Strong fit, proceeding to interview"
a0470,s0122,j038,2026-05-03,0,"Borderline, escalated for review"
a0471,s0007,j038,2026-02-22,0,Did not meet bar
a0472,s0136,j000,2026-05-25,1,"Strong fit, proceeding to interview"
a0473,s0050,j016,2026-01-27,0,Did not meet bar
a0474,s0104,j007,2026-04-05,0,"Borderline, escalated for review"
a0475,s0079,j032,2026-04-03,0,"Borderline, escalated for review"
a0476,s0024,j002,2026-02-14,0,Did not meet bar
a0477,s0127,j001,2026-05-18,0,Did not meet bar
a0478,s0013,j016,2026-03-09,0,"Borderline, escalated for review"
a0479,s0117,j022,2026-01-09,0,Did not meet bar
a0480,s0014,j014,2026-03-12,0,"Borderline, escalated for review"
a0481,s0146,j023,2026-01-05,1,"Strong fit, proceeding to interview"
a0482,s0093,j032,2026-03-01,0,Did not meet bar
a0483,s0068,j007,2026-02-01,1,"Strong fit, proceeding to interview"
a0484,s0107,j029,2026-04-24,1,"Strong fit, proceeding to interview"
a0485,s0037,j032,2026-01-13,0,Did not meet bar
a0486,s0115,j010,2026-02-25,1,"Strong fit, proceeding to interview"
a0487,s0109,j025,2026-04-18,0,"Borderline, escalated for review"
a0488,s0074,j029,2026-02-17,1,"Strong fit, proceeding to interview"
a0489,s0095,j028,2026-04-07,0,"Borderline, escalated for review"
a0490,s0088,j009,2026-05-07,0,Did not meet bar
a0491,s0008,j032,2026-04-14,1,"Strong fit, proceeding to interview"
a0492,s0009,j014,2026-01-07,1,"Borderline, escalated for review"
a0493,s0093,j022,2026-01-23,0,Did not meet bar
a0494,s0141,j022,2026-04-07,1,"Strong fit, proceeding to interview"
a0495,s0080,j012,2026-02-04,1,"Borderline, escalated for review"
a0496,s0046,j023,2026-05-08,0,Did not meet bar
a0497,s0089,j034,2026-03-28,1,"Strong fit, proceeding to interview"
a0498,s0132,j012,2026-03-11,0,Did not meet bar
a0499,s0059,j029,2026-04-22,1,"Strong fit, proceeding to interview"
